Model,NaturalQuestions (closed)_F1,TruthfulQA_EM,MMLU_EM,IMDB_EM,RAFT_EM,CivilComments_EM,BoolQ_EM,NarrativeQA_F1,NaturalQuestions (open)_F1,QuAC_F1,CNN/DailyMail_ROUGE-2,XSUM_ROUGE-2
pythia-6.9b/16,0.04612842712842714,0.0,0.0,0.0,0.0,0.0,0.0,0.07582787582787583,0.0528702571937866,0.12992050799292693,0.0,0.0
pythia-6.9b/32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pythia-6.9b/64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014814814814814814,0.004062935463072731,0.0
pythia-6.9b/128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001369193851463861,0.0
pythia-6.9b/256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004743589743589743,0.001675743611227482,0.0032051282051282055
pythia-6.9b/512,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.04531747679520958,0.012632272380556133,0.05203418214810405,0.009580958690225154,0.010237432692352952
pythia-6.9b/1000,0.01,0.12,0.22142857142857145,0.0,0.12727272727272726,0.6428571428571429,0.58,0.04645017292076115,0.013999999999999999,0.11257850632448413,0.004638108484949163,0.006285998020920895
pythia-6.9b/2000,0.022523102628365786,0.18,0.24285714285714288,0.36,0.36363636363636365,0.6428571428571429,0.58,0.05443401872515791,0.035284786808317155,0.15354556449051684,0.0032940333406715062,0.005036630036630036
pythia-6.9b/3000,0.028527950310559005,0.1,0.25,0.36,0.32727272727272727,0.5773809523809523,0.48,0.07555889310457034,0.053983433349452346,0.17840824678906703,0.016267075826329472,0.01106399298706991
pythia-6.9b/4000,0.0325,0.2,0.3071428571428571,0.36,0.3181818181818182,0.738095238095238,0.54,0.06996725413015006,0.09021526008118926,0.12495522913605617,0.007404039229625721,0.024111754883659797
pythia-6.9b/5000,0.03784688995215311,0.16,0.37857142857142856,0.68,0.4090909090909091,0.6547619047619048,0.58,0.09378837786290092,0.09514981954584678,0.11804827741636513,0.04116077407371463,0.024246839943523
pythia-6.9b/6000,0.034888888888888886,0.16,0.3,0.5,0.4318181818181818,0.6071428571428571,0.68,0.1373180293370224,0.12526936976488365,0.12181412611644925,0.05198130668856283,0.03360703863818822
pythia-6.9b/7000,0.0537012987012987,0.18,0.32857142857142857,0.66,0.45454545454545453,0.6428571428571429,0.5,0.1841340283647976,0.19719742586921804,0.1336979005717641,0.040956566233440544,0.024859313061367856
pythia-6.9b/8000,0.0319949494949495,0.16,0.18928571428571428,0.54,0.45454545454545453,0.6428571428571429,0.58,0.13104849857429451,0.28790712995901613,0.14287327071678546,0.06316192810415856,0.04115852785207623
pythia-6.9b/10000,0.04228151260504202,0.26,0.375,0.58,0.45454545454545453,0.5297619047619048,0.5,0.18272977211612731,0.2562946252334219,0.1372150318950364,0.053291156506942106,0.027310605668591885
pythia-6.9b/12000,0.061129870129870124,0.16,0.2928571428571428,0.5,0.5045454545454546,0.5,0.58,0.24487628079698437,0.3259055481841859,0.14017319029465442,0.0639446468984975,0.027624615564468265
pythia-6.9b/15000,0.07388721804511278,0.16,0.23928571428571427,0.68,0.4318181818181818,0.6071428571428571,0.54,0.2978722258134023,0.24571045259129906,0.19625470776202023,0.07069195976895004,0.028364171897096925
pythia-6.9b/18000,0.027337662337662338,0.22,0.3,0.4,0.45454545454545453,0.5178571428571429,0.66,0.27039072039072043,0.291302844638611,0.2042544751524121,0.048845082784863575,0.03590468968817025
pythia-6.9b/21000,0.06523160173160174,0.18,0.2642857142857143,0.78,0.43636363636363634,0.6428571428571429,0.48,0.3871006402680611,0.3354835757768997,0.1672594184968991,0.08129518511326823,0.03353983520528484
pythia-6.9b/26000,0.07017216117216117,0.16,0.13214285714285715,0.86,0.35000000000000003,0.6428571428571429,0.5,0.3282254782254782,0.34668544914886373,0.24040639358720303,0.07344329765700004,0.05611558104205162
pythia-6.9b/31000,0.04719047619047619,0.2,0.2571428571428571,0.7,0.5227272727272727,0.6607142857142857,0.62,0.31847488318087996,0.3656729777489271,0.17445463775211534,0.06836003655665031,0.03633745752296244
pythia-6.9b/38000,0.05803169510228333,0.26,0.13571428571428573,0.78,0.4318181818181818,0.5773809523809524,0.7,0.47783568208669425,0.4446270746797063,0.2745743480437594,0.07476241180652501,0.03921453628280377
pythia-6.9b/46000,0.05400103519668737,0.26,0.35,0.9,0.5454545454545454,0.6428571428571429,0.64,0.4576327912955681,0.4681885015569226,0.21519328300694807,0.1161778360939754,0.05596058933169558
pythia-6.9b/55000,0.08409097552064304,0.28,0.22142857142857145,0.78,0.45454545454545453,0.25,0.64,0.4178417945386271,0.45912820512820507,0.26182341768133033,0.07700076834104401,0.038897379490576485
pythia-6.9b/67000,0.07714699792960662,0.28,0.2928571428571428,0.92,0.5681818181818182,0.5238095238095238,0.7,0.5168986134573179,0.4833936625222435,0.2950742470483425,0.09504488192454257,0.029857268109861647
pythia-6.9b/81000,0.11333647511908379,0.24,0.24642857142857144,0.88,0.5454545454545454,0.4523809523809524,0.58,0.5462361681425226,0.5168708885082162,0.20629227086473073,0.1000406635491093,0.04447156959190089
pythia-6.9b/98000,0.0951388883920853,0.22,0.18928571428571428,0.96,0.5045454545454546,0.39285714285714285,0.66,0.5903111343156591,0.6014611468683251,0.3072220942043415,0.09446293363191426,0.05462196236342007
pythia-6.9b/118000,0.10189203067463935,0.24,0.2178571428571429,0.92,0.4318181818181818,0.47619047619047616,0.72,0.5141427636426446,0.5805635340269487,0.28115759563592135,0.12848918551454147,0.06051565222479009
pythia-6.9b/143000,0.10749288537549408,0.22,0.1392857142857143,0.94,0.4318181818181818,0.6785714285714286,0.72,0.48072392665152847,0.5639660630048201,0.31453984710958593,0.10820402208407756,0.06611104328600956
