context_id,text
uspto_backgrounds 649,"The present invention relates generally to multichip modules (MCMs) that include substrates with a number of semiconductor devices positioned at different locations on the surfaces thereof and, more specifically, to multichip modules that include routing elements overlapping portions of the multichip module substrate or one or more of the semiconductor devices on the substrate. In particular, the present invention relates to a routing element that provides additional circuit traces and that may be used to decrease the lengths of circuit paths across a multichip module.
2. Background of Related Art
Multichip modules have been developed to combine the functionalities of two or more semiconductor devices on a single carrier substrate, such as a circuit board. Conventional multichip modules have included a relatively large carrier substrate with a number of different semiconductor devices occupying different regions on one or both sides thereof. The semiconductor devices may communicate with one another or be connected with terminals of the carrier substrate that, in turn, facilitate communication between the semiconductor devices of the multichip module and external electronic componentry. In either event, electrical signals are typically conveyed by circuit traces that are carried by the carrier substrate.
As the feature densities of semiconductor devices continue to increase, the number of bond pads on semiconductor devices may also increase. In addition, the ever-increasing feature densities of semiconductor devices may be accompanied by decreases in the size of semiconductor devices which, in turn, may result in multichip modules that include increased numbers of semiconductor devices, again increasing the number of bond pads for a particular carrier substrate. Thus, the carrier substrates of state of the art multichip modules must carry ever-increasing numbers of circuit traces to keep up with the ever-increasing numbers of bond pads for which the carrier substrate must provide electrical connections.
To accommodate additional circuit traces, additional conductive and dielectric layers are typically added to carrier substrates. The increase in the manufacturing cost of carrier substrates, however, does not increase a proportionate amount for each additional layer. Rather, while carrier substrates with four layers cost only about 50% more than two-layer carrier substrates, six-layer carrier substrates are about ten times as expensive as two-layer carrier substrates due to decreased yields. Similar cost increases accompany further increases in the complexity of carrier substrates. As additional layers are often added for the purpose of providing relatively few additional circuit traces, the increased cost of a carrier substrate with these additional layers is difficult to justify in this cost-competitive industry.
In addition, due to the ever increasing numbers of circuit traces that are carried upon and within"
uspto_backgrounds 662,"Influenza is one of the most widely spread infections worldwide. It can be deadly: an estimated 20 to 40 million people died during the 1918 influenza A virus pandemic. In the United States between 20 and 40 thousand people die from influenza A virus infection or its complications each year. During epidemics the number of influenza related hospitalizations may reach over 300,000 in a single winter season.
Several properties contribute to the epidemiological success of influenza virus. First, it is spread easily from person to person by aerosol (droplet infection). Second, small changes in influenza virus antigens are frequent (antigenic drift) so that the virus readily escapes protective immunity induced by a previous exposure to a different variant of the virus. Third, new strains of influenza virus can be easily generated by reassortment or mixing of genetic material between different strains (antigenic shift). In the case of influenza A virus, such mixing can occur between subtypes or strains that affect different species. The 1918 pandemic is thought to have been caused by a hybrid strain of virus derived from reassortment between a swine and a human influenza A virus. At present, there is a spreading concern about the potential emergence of novel influenza strains infective to humans, particularly from avian influenza variants, and more particularly from strain H5N1, by mixing in humans concurrently exposed to human and avian influenza virus. The close contact between agricultural birds and their human breeders familiar in most asian societies has experts convinced that it is not a question of whether but only when such a mixed strain will arise. A world-wide pandemic could swiftly ensue, with even graver consequences than in 1918.
Despite intensive efforts, there is still no effective therapy for influenza virus infection and existing vaccines are limited in value in part because of the properties of antigenic shift and drift described above. For these reasons, global surveillance of influenza A virus has been underway for many years, and the National Institutes of Health designates it as one of the top priority pathogens for biodefense. Although current vaccines based upon inactivated virus are able to prevent illness in approximately 70-80% of healthy individuals under age 65, this percentage is far lower in the elderly or immunocompromised. In addition, the expense and potential side effects associated with vaccine administration make this approach less than optimal. Although the antiviral drugs currently approved in the United States for treatment and/or prophylaxis of influenza are helpful, their use is limited due to concerns about side effects, compliance, and possible emergence of resistant strains.
US patent application 20040"
uspto_backgrounds 675,"There are different known methods of growing monocrystalline silicon and releasing or transferring the grown wafer. Regardless of the methods, a low cost epitaxial silicon deposition process and a high-volume, production-worthy low cost method of release layer formation may be prerequisites for wider use of silicon solar cells.
Porous semiconductor (PS) formation is a fairly new field with an expanding application landscape. The viability of this technology in solar applications may hinge on the ability to industrialize the process to large scale (at low cost), requiring development of very low cost-of-ownership, high-productivity porous silicon manufacturing equipment.
PS has been used in MEMS (micro-electro-mechanical systems) and related applications, where there is a higher tolerance for cost per unit area of the wafer than solar PV. The microelectronics industry achieves economy of scale through obtaining greater yield by increasing the number of die (or chips) per wafer, scaling the wafer size, and enhancing the chip functionality (or integration density) with each successive new product generation. In the solar industry, economy is achieved through the industrialization of solar cell and module manufacturing processes with low-cost, high-productivity equipment. Further economies are achieved through price reduction in raw materials through reduction of materials used per watt output of solar cells.
Some typical precursor chemistries for PS are: HF (49% in H2O typically), IPA (and/or acetic acid) and DI H2O. IPA (and/or acetic acid) serves as a surfactant and assists in the uniform creation of PS. Additional additives may be used to enhance the electrical conductivity of the electrolyte, thus reducing its heating through ohmic losses. Mixtures of HF and chemicals other than IPA can be readily employed by those skilled in the art.
In order to achieve the necessary economy for solar, process cost modeling is studied to identify and optimize equipment performance. Three categories of cost make up the total cost picture: fixed cost (FC), recurring cost (RC) and yield cost (YC). FC is made up of items such as equipment purchase price, installation cost and robotics or automation cost. RC is largely made up of electricity, gases, chemicals, operator salaries and maintenance technician support. YC may be interpreted as the total value of parts lost during production.
To achieve the cost-of-ownership (CoO) numbers required by the solar field, all aspects of the cost picture must be optimized. The qualities of a low cost process are ("
uspto_backgrounds 688,"For uniform heating of the layer, the NMR probe head in accordance with the invention is preferably provided with a heating means.
In a preferred further development, the heating means comprises a device for irradiating the layer with radiation in a wavelength range of 100 nmxe2x89xa6xcexxe2x89xa6100 xcexcm, in particular with heat radiation, the device being preferably disposed on the side of the room temperature pipe facing the RF receiver coil system.
Many materials which can be used to construct the room temperature pipe already absorb in the desired wavelength range such that heating up using radiation does not require a special radiation-absorbing layer.
The radiation absorbing heating layer may surround the room temperature pipe over a large area. Alternatively, the layer may be disposed about the room temperature pipe in axially extending strips disposed at a separation from one another in the peripheral direction.
One further development is particularly preferred in which the layer is electrically conducting and can be heated through application of an electric voltage.
Alternatively or additionally, a further embodiment provides that the tempering means comprises one or more heating coils of thin, in particular layered, electrically good conducting material each comprising an outgoing and return conductor. The outgoing and return conductors of the heating coils are electrically connected to one another at one end and can be supplied with heating current from a current source at the other end.
In a particularly preferred manner, the outgoing and return conductors of the heating coils are disposed bifilarly at as small a separation from one another as possible to minimize generation of a disturbing magnetic field during current flow.
In this connection, it is advantageous if the outgoing and return conductors of the heating coils consist of two longitudinal strips disposed one on top of the other which are electrically insulated from one another by an insulation layer or insulation strip.
A further development is particularly preferred with which the outgoing and return conductors of the heating coils are made from materials having different magnetic susceptibilities and which are selected such that each overall heating coil is magnetically compensated towards the outside.
The tempering means can be geometrically designed such that one or more heating coils are disposed in a spiral fashion about the room temperature pipe.
As an alternative, it is also possible to dispose several, preferably at least 8, heating coils at a separation from one another in the peripheral direction about the z axis of the room temperature pipe, which extend parallel to the z direction.
Advantageously, the heating coils are spatially oriented such that they are minimally coupled to the RF receiver coil system.
"
uspto_backgrounds 701,"These rescue missions involve lifeguards at the beaches. Lifeguards may be stationed at various lifeguard stands and other stations. Additionally, lifeguards also may move on vehicles to different locations to monitor the water in which recreational activities occur by the beaches.
The use of lifeguards is an expensive but necessary cost. With the use of lifeguards, however, the cost may restrain time periods when lifeguards are available. For example, lifeguards may only be available during normal operating hours of the beaches. After the normal operating hours, a smaller workforce of lifeguards may be present to monitor the same recreational water area. In some cases, after normal operating hours, lifeguards may be absent from the beaches. Moreover, less popular beaches may not be monitored at all.
As a result, individuals who use recreational water areas outside of normal operating hours or use recreational water areas where lifeguards are not present may find it more difficult to obtain assistance when needed. The absence or reduced number of lifeguards may make it more difficult to detect when individuals may need assistance after normal operating hours for a recreational water area.
Additionally, a desired number of trained lifeguards may be unavailable for use in recreational water areas. For example, even when funds are available for use to expand coverage areas or hours of operation for lifeguard services, the number of certified lifeguards available to work in the recreational water area may be fewer than desired. As a result, lifeguard services in the recreational water area may not be as effective as desired.
Further, even when more lifeguards are present during normal operating hours, the number of lifeguards monitoring a beach may not provide as much coverage as desired to monitor for events in which individuals may need assistance. For example, physical limitations of a lifeguard may limit the effectiveness of lifeguards in the recreational water area. As an example, a lifeguard may have difficulty seeing out into the water to identify that an individual is drowning at about 500 meters away. Further, even if the lifeguard does identify that the individual may be drowning, the time for the lifeguard to reach the individual may be more than desired. As a result, lifeguards may not identify all events in all of the different locations on the beach as quickly as desired and may not reach individuals needing assistance as quickly as desired."
uspto_backgrounds 714,"Inhibition of farnesyl-protein transferase has been shown to block the growth of Ras-transformed cells in soft agar and to modify other aspects of their transformed phenotype. It has also been demonstrated that certain inhibitors of farnesyl-protein transferase selectively block the processing of the Ras oncoprotein intracellularly (N. E. Kohl et al., Science, 260:1934-1937 (1993) and G.L. James et al., Science, 260:1937-1942 (1993). Recently, it has been shown that an inhibitor of farnesyl-protein transferase blocks the growth of ras-dependent tumors in nude mice (N. E. Kohl et al., Proc. Natl. Acad. Sci U.S.A., 91:9141-9145 (1994) and induces regression of mammary and salivary carcinomas in ras transgenic mice (N. E. Kohl et al., Nature Medicine, 1:792-797 (1995).
Indirect inhibition of farnesyl-protein transferase in vivo has been demonstrated with lovastatin (Merck & Co., Rahway, N.J.) and compactin (Hancock et al., ibid; Casey et al., ibid; Schafer et al., Science 245:379 (1989)). These drugs inhibit HMG-CoA reductase, the rate limiting enzyme for the production of polyisoprenoids including farnesyl pyrophosphate. Farnesyl-protein transferase utilizes farnesyl pyrophosphate to covalently modify the Cys thiol group of the Ras CAAX box with a farnesyl group (Reiss et al., Cell, 62:81-088 (1990); Schaber et al., J. Biol. Chem., 265:14701-14704 (1990); Schafer et al., Science, 249:1133-1139 (1990); Manne et al., Proc. Natl. Acad. Sci U.S.A., 87:7541-7545 (1990)). Inhibition of farnesyl pyrophosphate biosynthesis by inhibiting HMG-CoA reductase blocks Ras membrane localization in cultured cells. However, direct inhibition of farnesylprotein transferase would be more specific and attended by fewer side effects than would occur with the required dose of a general inhibitor of isoprene biosynthesis.
Inhibitors of farnesyl-protein transferase (FPTase) have been described in two general classes. The first"
uspto_backgrounds 727,"B. Description of the Related Art
This invention is directed to use in the commercial food preparation industry, in which large quantities of food are prepared for large groups of people to be served in an ""assembly line"" or buffet fashion. Such situations include, but are not limited to, catering services, hotels, schools, conventions, parties, and other large gatherings of similar nature.
Typically, the food served commercially in a serving line or in buffet fashion is contained in rectangular, stainless steel pans, commonly known as steam pans or hotel pans. These pans are of a standard size known to the food industry. A steam table is a device for keeping the contents of the pans warm. It consists of a shallow tank for holding a quantity of hot, steaming water and a surface into which several standard rectangular holes are cut. The holes on the surface of the steam table engage the flanges of the steam pans so that the bottoms of the steam pans are immersed in the bath of hot water to warm the pan and its contents. If the pan is of the same size as the rectangular opening, then steam cannot escape from between the flange of the pan and the surface of the steam table. However, when the pan is lifted out of the rectangular opening, the accumulated steam will escape and possibly scald the unwary food handler.
The openings in the surface of the steam tables are of a standard size, and the steam pans are thus constructed of standard, modular sizes to fit these openings. The largest size fits exactly into the standard opening of the steam table and the remaining sizes consist of half, third, fourth, and sixth sizes which, when several sizes are appropriately configured, will fill the standard opening.
These pans typically contain solid food in a liquid broth which keeps the solid food heated without burning. Several problems arise in the course of manipulating these pans when they are filled almost to the brim with hot food. First, the pans are hot so that a standard pot holder, towel, or other cloth must be used to carry the pan so as to prevent the heat from injuring the carrier. Care must be taken to prevent edge of the towel from contacting the food, thus contaminating it.
Second, when the pans are residing in the steam table, the flanges of the pan are flush with the steam table so that it is difficult to get fingers or other implements under the flange to lift the pan out of the table. Knives, spatulas, and other flat objects are employed by food handlers to p"
uspto_backgrounds 740,"Therefore, another object of the present invention is to provide an apparatus which prevents any distortion from being caused by charging, or which minimizes such distortions if any, and thereby allows a highly accurate defect inspection to be performed, and also to provide a method for manufacturing a device by using said apparatus.
Also, there has been known an apparatus for inspecting a substrate for any defects in an image formed on the substrate in such a manner that the apparatus irradiates a charged particle beam against a surface of the substrate to scan said surface by said charged particle beam, detects secondary electrons emanated from the surface of the substrate, generates image data from the detected result, and then compares the data for each die to one another to detect those defects.
However, this type of imaging apparatus according to the prior art, including the above-described apparatus that has been disclosed in the publication, has been problematic in that the potential distribution on the surface of the substrate or the object to be inspected is not necessarily uniform and the contrast of the image is insufficient, which may cause distortion.
Therefore, a further object of the present invention is to provide an imaging apparatus having an improved performance in defect detection without any loss of throughput.
Another object of the present invention is to provide an imaging apparatus having an improved performance in defect detection by improving the contrast in an image obtained by the detection of secondary electrons from the object to be inspected.
Still another object of the present invention is to provide an imaging apparatus having improved performance in defect detection by making uniform the potential distribution on the surface of an object to be inspected and thereby improving the contrast, thus reducing distortion, in an image obtained by the detection of secondary electrons from said surface of the object to be inspected.
Yet another object of the present invention is to provide a device manufacturing method in which a sample in the course of processes is evaluated by using such an imaging apparatus as described above.
There has also been one such prior art defect inspection apparatus used conventionally in a semiconductor manufacturing process or the like, which inspects a sample such as a wafer or the like for any defects by detecting secondary electrons emanated by irradiating a primary electron beam onto the sample.
Japanese patent Application Public Disclosure No. 11-132975, for example, discloses a defect inspection apparatus which comprises: an electron beam irradiating section for irradiating an electron beam against a sample; a projecting optical section for image-forming a one-dimensional and/or a two-dimensional image of secondary or reflected electrons, said secondary electrons being eman"
uspto_backgrounds 753,"The nominal diameter is defined as the outer diameter in the projection-free portion of the axial angle disk, wherein this outer diameter corresponds to the bearing seat diameter under consideration of bearing borehole tolerances.
Bearing borehole tolerances are understood to be the gap between an inner wall of a borehole (D2) in which the axial bearing is inserted and the outer diameter (D1) of the axial angle disk free from projections in the radial direction, that is, the outer diameter of the axial angle disk in the region in which the securing tab is not present. The bearing borehole tolerances here also comprise production tolerances with respect to the outer diameter of the axial angle disk in the region in which the securing tab is not present and in the region of the bearing borehole itself. Here it is not decisive whether the bearing seat is formed in the shape of a borehole or is, for example, primary molded.
From the state of the art, for example, from DE 10227377 A1, DE 19716195 A1, U.S. Pat. No. 5,110,223, DE 69121948 D2, DE 69510512 D2, DE 68904188 C2, and DE 14416320 A1, different axial bearings are known.
From DE 10227377 A1, for example, an axial bearing is known that has an axial angle disk. The axial angle disk has inner and outer axial angled sections. These angled sections come into contact with a carrier that is also designated in the state of the art as a housing. The axial angle disk of DE 10227377 A1 comes into a positive-fit connection with the carrier via projections that are inserted into the axial angled sections.
While the formation of projections on the inner, axial angled section is disclosed from DE 10227377 A1, it is also already known from the state of the art to provide projections on the outer, axial angled section. Each projection is then formed with a “harpoon nose-like” shape. In this way, a section of the axial angled section forming a projection is shaped without cutting. This projection is then used as a securing tab. The securing tab comes into contact with a recessed region of the housing.
From DE 19716195 A1, another axial angle disk of an axial bearing is known. Here, the axial angle disk also has a securing tab that that is not completely bent at a right angle, that is"
uspto_backgrounds 766,"Increased breakdown of elastin of the lung tissue by neutral proteases (elastase) may contribute to the lesions in pulmonary emphysema [I. Mandel, T. V. Darmle, J. A. Frierer, S. Keller and G. M. Turino, Elastin and Elastic Tissue, Ed. L. B. Sandberg, W. R. Gray and C. Fransblau, Plenum Press, N.Y., p. 221 (1977)].
A variety of substances, both naturally occurring and synthetically prepared, have been found to be inhibitors of connective tissue destruction, e.g., inhibitors of collagen degradation, that is, as collagenase inhibitors. Such substances include, for example, ethylenediaminetetraacetate, 1,10-phenanthroline, cysteine, dithiothretol and sodium auriothiomalate [D. E. Woolley, R. W. Glanville, D. R. Roberts and J. M. Evanson, Biochem J., 169 265 (1978); S. Seifter and E. Harper, Chap. 18, ""The Collagenases"" in The Enzymes (3rd Edition), 3, 649-697, Ed. by P. D. Boyer, Academic Press, N.Y. (1971)]. In the eye, a number of studies using collagenase inhibitors directly applied to corneal ulcerations have been reported. Calcium ethylenediaminetetraacetate and acetylcysteine reduce the frequency of ulceration in the alkali burned rabbit [M. Berman and C. Dohlman, Arch. Ophthamol., 35, 95 (1975)]. Both cysteine and acetylcysteine have been effective in the treatment of acute and chronic corneal ulceration in the human, although the latter compound was preferred because of its greater stability [S. I. Brown, N. P. Tragakis and D. B. Pease, Am. J. Ophthalmol., 74, 316 (1972); M. Berman, Trace Components of Plasma: Isolation and Clinical Significance, 7th Annual Red Cross Symposium, p. 225, Alan. R. Liss, Inc., N.Y. (1976)].
Naturally occurring collagenase inhibitors include the serum components .alpha..sub.2 -macroglobulin and .beta.1-anticollagenase [D. E. Woolley, R. W. Gl"
uspto_backgrounds 779,"The optical switching circuit (OSC) 31 includes two of input ports 311, 312, two of photo couplers 321, 322, two of optical switch modules 331, 332 and two of output ports 341, 342. In addition, the two of optical switch modules 331, 332 each includes two upstream side optical switches 331_1, 331_2 and 332_1, 332_2, one photo couple 331_1 and 332_3, and one downstream side optical switches 331_4 and 332_4, respectively.
When an optical packet is inputted from the input port 311 of a first channel, the optical packet is divided into two pieces by the photo coupler 321 to be inputted to the optical switch 331-1 of the first channel and the optical switch (OSW) 332_1 of a second channel on the upstream side. And, similar to this, when an optical packet is inputted from the input port 312 of a second channel, the optical packet is divided into two pieces by the photo coupler 322 to be inputted to the optical switch 331-2 of the first channel and the optical switch 332_2 of the second channel on the upstream side. The optical packets each inputted to the two optical switches 331_1, 331_2 of the first channel respectively are, via each of the optical switches 331_1, 331_2 when the optical switches 331_1, 331_2 are in the on state, further via the photo coupler 331_3, and furthermore via the optical switch 331_4 when the optical switch 331_4 on the downstream side is on, outputted from the output port 341 of the first channel.
In addition, similar to this, the optical packets each inputted to the two optical switches (OSW) 332_1, 332_2 of the second channel respectively are, via each of the optical switches 332_1, 332_2 when the optical switches 332_1, 332_2 are in the on state, further via the photo coupler 332_2, and furthermore via the optical switch 332_4 when the optical switch 332_4 on the downstream side is in the on state, outputted from the output port 342 of the second channel.
Thus, when the first optical switch (OSW) 331_1 on the input side of the first channel and the optical switch (OSW) 331_4 on the output side of the first channel are in the on state, and the second optical switch (OS"
uspto_backgrounds 792,"1. Field of the Invention
This invention relates to toothbrushes and more particularly to an adjustable-head toothbrush that provides two or more locking angles of the brush head.
2. Prior Art
Among the thousands of toothbrush inventions are those that adjust into angles. Earlier designs include devices that fold, tilt, allow head-replacement and head-disposal, offer a novelty handle design, and other actions. However there is not yet a non-disposable toothbrush handle that allows the simple, manual angling and angle locking that this proposed construction offers. The following application and patents show adjustable toothbrush devices.
(a) U.S. Pat. No. 4,731,896: a toothbrush which requires finger manipulation of a control pin to adjust a handle that consists of two hinged parts and a pivot. The proposed toothbrush offers three or fewer parts to accomplish the same goal as the previous, control-pin device, which has more parts and is more difficult to operate. The proposed device, because of its simpler construction, allows less-expensive, easier manufacturing plus a simple, one-handed operation.
(b) U.S. Pat. No. 4,829,621: a toothbrush in which the brush-head can be angled. The toothbrush neck may be elastically deformed using an interior flexible wire. An elastically deformable neck does not allow for a locking/secure positioning mechanism, as the proposed one does.
(c) U.S. Pat. No. 4,979,25; a children's toothbrush with a joint, that connects the toothbrush handle with a novelty-handle end. In addition to being a novelty item, the purpose of that device is to fold into a closed unit and/or to lock into place in the open position; it does not offer a method of locking into angled positions.
(d) U.S. Pat. No. 5,003,658: a folding toothbrush-toothpaste system that does not offer a method of angling.
(e) U.S. Patent Number 20050015907: A bendable toothbrush with an inner core of soft, elastomeric material wholly or partly enclosed within an outer flexible skin of a second polymer material. This toothbrush does not offer the squeeze-adjust angling method of the proposed toothbrush. Instead the user must manipulate only a small area—the head of the brush—making it more difficult to"
uspto_backgrounds 805,"This invention relates generally to laser-based bar code symbol reading systems, and more particularly to an automatic bar code symbol reading system having a compact, lightweight, laser scanning engine arrangable for mounting on the body of the user for hands-free scanning applications.
2. Brief Description of the Prior Art
Various types of laser scanning devices are in use and have been disclosed in the patent literature. Many of these scanners read bar codes, such as the Uniform Product Code (UPC), which are imprinted on products, labels affixed to products, or packaging for products.
One type of scanner is referred to as a slot scanner. Typically slot scanners are mounted beneath or at the checkout counter of a retail establishment, such as a supermarket. Another type of scanner is a hand-held scanner. This type of scanner typically includes a grip portion held in one's hand to enable the scanner to be directed onto a bar code so that the scan pattern produced by the scanner traverses the bar code symbol in order to read it.
In the last few years there has been increased development toward making hand-held scanners extremely small and lightweight. One such scanner is disclosed in my U.S. Pat. No. 4,930,848, whose disclosure is incorporated by reference, and which is assigned to the same Assignee as this invention. That scanner comprises a hand grip portion and a body portion. Within the body portion of the scanner is a ""laser scanning engine"" having all of the necessary optical, mechanical and electrical components required to produce a laser beam scanning pattern for reading bar codes and for receiving light reflected therefrom to produce an electrical signal indicative thereof. Other hand-held laser scanners are disclosed in the patent literature, including U.S. Pat. Nos. 4,387,297 (Swartz, et al.), 4,409,470 (Swartz, et al.), 4,460,120 (Swartz, et al.), 4,607,156 (Koppenall, et al.), 4,706,248 (Swartz, et al.), and 4,575,625 (Knowles).
Although prior art hand-held scanners are capable of reading bar code symbols, they all typically must be held in the hand of the user so that the laser beam scanning pattern can be aimed at the bar code symbol. In the course of checking out customers' purchases at a checkout counter, a clerk is thus required to continually pick up the scanner, direct its laser beam onto the symbols to"
uspto_backgrounds 818,"The present invention relates to the non-invasive magnetic imaging of anatomic tissue structures in isolation from surrounding tissues, and, in particular, to the non-invasive magnetic imaging of nerve tissues. The present invention more specifically relates to the non-invasive quantitative measurement of damage to nerve tissue, such as the damage that occurs upon compression.
Clinically it is possible to estimate which neural pathway is involved in trauma by determining the end result loss of motor function and either abberant sensory function or complete loss of it. It is very difficult to determine where the lesion is and to what extent it has caused deterioration of the nerves involved.
Peripheral nerves are compound structures. Each nerve trunk consists of a very large number of nerve “fibers” (neurites) that are protoplasmic extensions of neuronal cell bodies located in the dorsal root ganglia (sensory neurons) and ventral horn of the spinal cord (motor neurons). All nerve fibers (except fine pain fibers) are surrounded by a fatty sheath of myelin which serves to enhance nerve impulse conduction (neural flow). The nerve fibers are grouped into fasciculi, bundles of fibers bound together by a fine connective tissue membrane (epineureum). The bundles of fasciculi comprising the nerve trunk are bound by a thicker membrane, the perineureum. The nerve trunk may be surrounded by other layers of protective connective tissue or fat.
Neuropathy in peripheral nerves may occur through the agency of traumatic distortion, including compression, stretch and breakage, and/or associated ischemia. The trauma may be acute, especially when the surrounding tissues are injured, or it may be chronic, and due to pathologic mechanical relations between the nerve and surrounding tissues: regional compression is considered to be the principal etiology in entrapment syndromes. There is rapid recovery from transient compression, but prolonged compression extends the recovery period because the nerve fibers are damaged. Remyelination and re-establishment of conduction must take place. Chronic and repetitive compression prevents recovery and results in severe neurologic impairment.
In chronic and repetitive compressions, which are more common than acute compressions, the damage is more extensive. Nerve trunks become thinned at the site of the compression, but may swell proximally. Characteristically conduction is slowed and conduction blocks occur as long segments of myelin are damaged. Depending on the severity of the chronic compression, the nerve trunk proximally will contain a full complement of myelinated fibers within its fasciculi; but at the level of compression and distally the number of myel"
uspto_backgrounds 831,"Furthermore, in the printing apparatus described in JP-A-2000-15837, ink is selectively supplied from at least a pair of ink cartridges for supplying the same color ink to an ink jet type recording head via an ink supply valve. In the printing apparatus, when an ink depletion detection unit detects that one of the ink cartridges is depleted, the valve is switched by valve opening and closing control unit, whereby the printing can be continued.
However, in the printing apparatus of JP-A-2003-1842, if ink remains in any one of a plurality of ink tanks, ink dots are formed by the use of the nozzle row supplied with ink from the ink tank of the side where ink remains. In this case, the additional nozzle row and the black ink nozzle row are shifted by two dots in the sub scanning direction, and the dots printed in the first main scanning are different from each other between the additional nozzle row and the black ink nozzle row, and thus, there is a need to create the different print data depending on the use nozzle row.
In this case, upon detecting the ink depletion, the ink tank of the ink depletion is confirmed (a cartridge confirmation process), and the nozzle row connected to another ink tank, where ink remains, is selected in the use nozzle row (a nozzle row selection process). Moreover, the print data depending on the selected use nozzle row is generated (a print data generating process). Furthermore, the reception place of the print data confirms whether or not the print data is correct depending on the use nozzle row (a data confirmation process). Moreover, when it is confirmed that the print data is correct corresponding to the use nozzle row, the print data is set to the driving system of the corresponding nozzle row and an ink droplet is ejected from the use nozzle row of the recording head, thereby performing the printing on the paper.
In this manner, since there is a need to discriminate the nozzle row connected to the ink cartridge of the side in which ink remains and generates the print data depending on the discriminated nozzle row, as mentioned above, there is a need for a plurality of processes such as the cartridge confirmation process, the nozzle selection process, the print data generating processing, and the data confirmation process. For this reason, the process to be performed when the ink in the ink tank becomes depleted is complicated. As a consequence, there is a problem in that the process burden of a CPU due to the complication of the process is increased, and it is difficult to share the processing program between types of model"
uspto_backgrounds 844,"Nucleic acid hybridization techniques are based upon the ability of a single stranded oligonucleotide probe to base-pair, i.e., hybridize, with a complementary nucleic acid strand. Exemplary in situ hybridization procedures are disclosed in U.S. Pat. No. 5,225,326 and copending U.S. patent application Ser. No. 07/668,751, the entire contents of which are incorporated herein by reference. Fluorescence in situ hybridization (""FISH"") techniques, in which the nucleic acid probes are labeled with a fluorophor (i.e., a fluorescent tag or label that fluoresces when excited with light of a particular wavelength), represents a powerful tool for the analysis of numerical, as well as structural aberrations chromosomal aberrations. See, e.g., PCT Application WO 94/02646, inventors M. Asgari et al., published Feb. 3, 1994, (hereinafter, ""Asgari"") co-pending U.S. patent application Ser. No. 07/915,965; P. Lichter, et al., Genet. Anal. Tech. Appl. 8:24-35 (1991); and S. Du Manoir, et al., Human Genetics 90(6):590-610 (1993), the entire contents of which publications are incorporated herein by reference.
Asgari reports in situ hybridization assays for determining the sex of a fetus, genetic characteristics or abnormalities, infectious agents and the like, by nucleic acid hybridization of fetal cells such as those circulating in material blood. The fetal cells are distinguished from maternal cells present in the fixed sample by staining with an antibody which specifically recognizes the maternal or fetal cell or by in situ hybridization to detect one or more fetal mRNAs. The method reportedly is useful for detecting chromosomal abnormalities in fetal cells. However, the fetal cells must be enriched prior to analysis.
PCT Application WO 94/02830, inventors M. Greaves, et al., published Feb. 3, 1994, (hereinafter, ""Greaves"") report a method for phenotyping and genotyping a cell sample.
The method involves contacting a fixed cell with an antibody labeled with a first fluorophor for phenotyping the cell via histochemical staining, followed by contacting the fixed cell with a DNA probe labeled with a second fluorophor for genotyping the cell. The first and second fluorophors fluoresce at different wavelengths from one another, thereby allowing the phenotypic and genetic analysis on the identical fixed sample.
Despite the above-described advances"
uspto_backgrounds 857,"Anthrax is primarily a disease of sheep, cattle, horses, goats and swine caused by Bacillus anthracis, a gram-positive spore-forming aerobic rod that produces exotoxins. The organism is transmitted to humans by inoculation of broken skin or mucous membranes causing cutaneous or gastrointestinal infections, or by inhalation, causing pulmonary infection. Anthrax is a rare occupational disease of farmers, veterinarians and wool workers. B. anthracis is designated as category A biothreat agent because of the ease of weaponization of spores and its persistence in the environment. The bioterrorism threat from inhaled B. anthracis spores has increased the need for effective treatments and preventions of this deadly disease.
Inhalation anthrax is the most deadly form of the disease. The incubation period ranges from 1-43 days, with a mean incubation period of 16 days (Cieslak et al., 1999). The standard course of antibiotic treatment post-exposure is 60 days, but the length of treatment for full protection is currently unknown. The mean duration of non-specific prodromal symptoms is 4.1 days, and the mean duration of the fulminant phase is 1.1 days, after which the death rate approaches 100% in the absence of treatment (Holty et al. 2006). The events leading to death from anthrax in humans are not well understood (Jernigan et al. 2001), but the terminal stages of the disease involve bacteremia with vascular damage and injury to multiple organs. Anthrax pathogenesis has been reviewed (Dixon et al. 1999).
B. anthracis produces two exotoxins, Edema Toxin (EdTx) and Lethal Toxin (LeTx). During the initial phases of the disease, the toxins cause destruction of the lymphatic tissue, helping the bacteria gain access to the blood stream (Dixon et al., 1999). They also impair the function of leukocytes that are crucial for phagocytosis and mounting an immune response (O'Brien et al. 1985; Comer et al. 2005; During et al. 2005; Erwin et al. 2001; Fang et al. 2006). EdTx is composed of Edema Factor (EF) and Protective Antigen (PA), and LeTx is composed of Lethal Factor (LF) and PA. As single entities, none of these proteins are known to have any lethal effects. PA is the essential component for EF and LF entry into target cells. PA binds to specific receptors"
